electricity_cost,billing_periods,heated_square_footage,engineered_total_square_footage,heating_degree_days,cooling_degree_days,NUMFRIG,NUMFREEZ,NUMLAPTOP,NUMTABLET,NUMSMPHONE,NUMCFAN,NUMFLOORFAN,NUMWWAC,NUMPORTAC,NUMMEAL,state_postal,BA_climate,IECC_climate_code,KOWNRENT,home_size,num_appliances,temp_hdd,temp_cdd,temp_degree_days,bill_amount,bill_per_period,month_periods,log_bill_amount
806.83,1,830,830,4246,1271,1,0,1,0,1,1,0,2.0,0.0,3,NY,Mixed-Humid,4A,2,830,9.0,4246,1271,5517,806.83,806.83,1,6.69311298932529
1791.02,1,1930,1930,1004,1359,2,0,1,0,0,0,0,0.0,0.0,1,CA,Hot-Dry,3B,1,1930,4.0,1004,1359,2363,1791.02,1791.02,1,7.490540568944202
1132.95,1,2300,4210,4663,1153,2,1,1,1,2,3,0,0.0,0.0,3,WV,Mixed-Humid,4A,1,2300,13.0,4663,1153,5816,1132.95,1132.95,1,7.032580129427567
1371.94,1,1910,1910,512,3889,2,0,2,0,2,4,1,0.0,0.0,2,FL,Hot-Humid,2A,1,1910,13.0,512,3889,4401,1371.94,1371.94,1,7.223981075551142
1202.16,1,2400,2400,5249,984,2,0,0,1,2,1,2,2.0,0.0,2,PA,Cold,5A,1,2400,12.0,5249,984,6233,1202.16,1202.16,1,7.0918752177174715
1262.5,1,2630,2630,5284,955,1,1,2,1,4,5,0,0.0,0.0,1,OH,Cold,5A,1,2630,15.0,5284,955,6239,1262.5,1262.5,1,7.140849161149515
1435.32,1,2000,2000,3905,1430,1,0,2,2,3,4,0,0.0,0.0,3,KY,Mixed-Humid,4A,1,2000,15.0,3905,1430,5335,1435.32,1435.32,1,7.269143099849374
1856.89,1,2000,2000,1097,2928,2,1,0,2,0,6,0,0.0,0.0,6,FL,Hot-Humid,2A,1,2000,17.0,1097,2928,4025,1856.89,1856.89,1,7.5266583242724305
1995.38,1,1500,3400,2150,2073,2,3,0,0,0,0,0,0.0,0.0,3,NC,Mixed-Humid,3A,1,1500,8.0,2150,2073,4223,1995.38,1995.38,1,7.598589787376154
2499.04,1,1800,1800,3813,1814,2,1,1,2,2,3,0,0.0,0.0,2,TX,Mixed-Dry,4B,1,1800,13.0,3813,1814,5627,2499.04,2499.04,1,7.823661937109413
966.55,1,4820,4820,4184,1272,1,0,1,3,2,1,0,0.0,0.0,3,DE,Mixed-Humid,4A,1,4820,11.0,4184,1272,5456,966.55,966.55,1,6.873733030367701
1629.5,5,830,830,4194,1360,1,0,2,3,2,0,0,2.0,0.0,3,NY,Mixed-Humid,4A,2,830,13.0,4194,1360,5554,1629.5,325.9,5,7.396028498277616
734.21,5,580,580,6785,743,1,0,2,1,1,1,0,0.0,0.0,1,WI,Cold,6A,2,580,7.0,6785,743,7528,734.21,146.842,5,6.598795091236936
968.99,1,1600,2400,8017,298,1,1,0,1,1,0,0,2.0,0.0,2,VT,Cold,6A,1,1600,8.0,8017,298,8315,968.99,968.99,1,6.876254291920075
1146.77,5,1200,1200,1027,3028,1,0,2,4,3,1,0,0.0,0.0,2,LA,Hot-Humid,2A,1,1200,13.0,1027,3028,4055,1146.77,229.35399999999998,5,7.044704573918176
2065.48,5,0,2950,2545,2805,1,0,2,2,3,3,3,0.0,0.0,3,AZ,Mixed-Dry,4B,1,0,17.0,2545,2805,5350,2065.48,413.096,5,7.6331179239044396
2060.33,1,1470,2210,6542,568,1,0,1,0,2,0,1,0.0,1.0,3,CT,Cold,5A,1,1470,9.0,6542,568,7110,2060.33,2060.33,1,7.630621443128668
658.92,1,500,500,4247,1149,1,0,1,1,1,0,0,0.0,0.0,3,DC,Mixed-Humid,4A,2,500,7.0,4247,1149,5396,658.92,658.92,1,6.490602131078782
2539.8,1,1580,1580,2601,1742,1,1,3,3,2,2,0,0.0,0.0,2,GA,Mixed-Humid,3A,2,1580,14.0,2601,1742,4343,2539.8,2539.8,1,7.839840616754933
1124.66,1,3380,3380,6047,818,3,0,3,1,3,5,0,0.0,0.0,1,NY,Cold,5A,1,3380,16.0,6047,818,6865,1124.66,1124.66,1,7.025236046737959
2380.01,1,1080,1080,1731,2460,2,1,1,0,2,5,1,0.0,0.0,4,MS,Hot-Humid,3A,1,1080,16.0,1731,2460,4191,2380.01,2380.01,1,7.774859968337366
3304.87,1,1370,1370,408,4500,1,1,1,0,3,2,0,0.0,0.0,1,TX,Hot-Humid,2A,2,1370,9.0,408,4500,4908,3304.87,3304.87,1,8.103152417170264
2630.87,5,1300,1300,911,5264,1,0,3,2,3,0,0,0.0,0.0,1,AZ,Hot-Dry,2B,2,1300,10.0,911,5264,6175,2630.87,526.174,5,7.875069868949144
1745.57,1,1800,1800,649,3660,2,0,0,1,2,6,1,0.0,0.0,1,FL,Hot-Humid,2A,1,1800,13.0,649,3660,4309,1745.57,1745.57,1,7.464836428863297
3746.16,1,2600,3470,6130,825,3,0,2,2,2,3,0,0.0,0.0,2,NH,Cold,5A,1,2600,14.0,6130,825,6955,3746.16,3746.16,1,8.228486594318268
2117.79,1,1240,1240,876,5353,1,0,2,1,2,4,0,0.0,0.0,3,AZ,Hot-Dry,2B,1,1240,13.0,876,5353,6229,2117.79,2117.79,1,7.6581283711040085
568.74,5,510,510,5466,973,1,0,0,0,0,1,1,1.0,0.0,2,RI,Cold,5A,2,510,6.0,5466,973,6439,568.74,113.748,5,6.343423387693005
1390.18,1,850,850,2146,2116,1,0,1,0,1,0,0,0.0,0.0,2,AL,Mixed-Humid,3A,2,850,5.0,2146,2116,4262,1390.18,1390.18,1,7.237188514143679
711.97,1,720,720,3386,1687,1,1,0,0,0,0,0,0.0,0.0,5,DC,Mixed-Humid,4A,2,720,7.0,3386,1687,5073,711.97,711.97,1,6.5680357756928185
543.2,1,1600,1600,5528,980,1,1,1,2,2,1,0,0.0,0.0,2,OH,Cold,5A,1,1600,10.0,5528,980,6508,543.2,543.2,1,6.297477576244487
2198.57,1,1510,1510,8302,506,2,1,2,2,3,1,0,0.0,0.0,3,MN,Cold,6A,1,1510,14.0,8302,506,8808,2198.57,2198.57,1,7.695562428004821
371.68,1,420,420,3338,1712,1,0,1,1,1,0,0,0.0,0.0,2,DC,Mixed-Humid,4A,2,420,6.0,3338,1712,5050,371.68,371.68,1,5.918033269022099
2056.97,5,2550,5100,3789,1353,3,1,0,1,1,6,0,0.0,0.0,4,KY,Mixed-Humid,4A,1,2550,16.0,3789,1353,5142,2056.97,411.39399999999995,5,7.628989305200469
793.74,5,800,800,6597,702,1,0,0,1,1,0,1,1.0,0.0,4,MT,Cold,6B,2,800,9.0,6597,702,7299,793.74,158.748,5,6.676755951702344
2384.55,1,2700,2700,531,3525,1,1,2,1,3,5,0,0.0,0.0,2,FL,Hot-Humid,2A,2,2700,15.0,531,3525,4056,2384.55,2384.55,1,7.776765706274991
1083.25,1,2000,2000,1215,2716,1,2,0,2,2,5,0,0.0,0.0,2,LA,Hot-Humid,2A,1,2000,14.0,1215,2716,3931,1083.25,1083.25,1,6.987721060620019
1222.92,1,1200,1200,2150,2138,1,0,0,2,2,1,1,0.0,0.0,2,NC,Mixed-Humid,3A,2,1200,9.0,2150,2138,4288,1222.92,1222.92,1,7.108996720628602
1160.04,1,1160,1160,4165,425,1,0,2,0,2,1,4,0.0,0.0,4,OR,Marine,4C,2,1160,14.0,4165,425,4590,1160.04,1160.04,1,7.056209766264514
1004.05,1,2550,2550,5890,953,1,0,2,2,2,3,0,0.0,0.0,3,IL,Cold,5A,1,2550,13.0,5890,953,6843,1004.05,1004.05,1,6.911797099808469
1027.22,1,0,500,3245,1914,1,1,0,0,0,0,0,0.0,0.0,1,OK,Mixed-Humid,3A,2,0,3.0,3245,1914,5159,1027.22,1027.22,1,6.934611403151135
677.06,1,1150,1150,6835,249,1,0,0,1,1,0,0,0.0,0.0,1,ID,Cold,5B,1,1150,4.0,6835,249,7084,677.06,677.06,1,6.517759895277663
2275.82,1,1600,1600,6420,817,1,1,2,3,5,0,0,0.0,0.0,1,MI,Cold,5A,2,1600,13.0,6420,817,7237,2275.82,2275.82,1,7.730095706002757
5441.44,1,0,2900,0,3689,3,1,4,3,6,9,0,2.0,0.0,1,HI,Hot-Humid,1A,1,0,29.0,0,3689,3689,5441.44,5441.44,1,8.601799010703921
1072.93,2,4100,4100,2021,2640,3,0,1,1,2,5,0,0.0,0.0,2,TX,Hot-Humid,3A,1,4100,14.0,2021,2640,4661,1072.93,536.465,2,6.978148502851186
1276.84,1,1800,1800,1749,2297,2,0,2,1,2,4,0,0.0,0.0,1,SC,Hot-Humid,3A,1,1800,12.0,1749,2297,4046,1276.84,1276.84,1,7.152143554525624
717.72,1,1160,1160,2651,1756,1,0,2,1,2,2,0,0.0,0.0,2,VA,Mixed-Humid,4A,2,1160,10.0,2651,1756,4407,717.72,717.72,1,6.576079520844466
2404.89,1,3450,3450,4650,1389,3,0,3,2,4,5,1,0.0,0.0,2,MO,Mixed-Humid,4A,1,3450,20.0,4650,1389,6039,2404.89,2404.89,1,7.7852594434481075
4754.36,1,4870,7310,1155,2747,3,1,2,2,2,2,0,0.0,0.0,3,LA,Hot-Humid,2A,1,4870,15.0,1155,2747,3902,4754.36,4754.36,1,8.466817370757763
3586.23,1,1600,1600,7064,1035,4,1,0,0,0,1,1,0.0,0.0,4,SD,Cold,6A,1,1600,11.0,7064,1035,8099,3586.23,3586.23,1,8.184856790423977
1627.09,1,1900,1900,3972,1113,2,1,1,1,2,4,0,0.0,0.0,4,TN,Mixed-Humid,4A,1,1900,15.0,3972,1113,5085,1627.09,1627.09,1,7.394548422222632
796.47,1,700,700,89,5074,1,0,0,0,2,0,0,0.0,0.0,2,FL,Hot-Humid,1A,2,700,5.0,89,5074,5163,796.47,796.47,1,6.68018946385734
507.62,1,1250,1250,5717,522,1,0,1,0,0,0,1,1.0,0.0,2,WA,Cold,5B,2,1250,6.0,5717,522,6239,507.62,507.62,1,6.22973313616726
2102.76,1,3170,3170,5196,898,1,1,1,2,2,2,1,0.0,0.0,4,OH,Cold,5A,3,3170,14.0,5196,898,6094,2102.76,2102.76,1,7.6510060465083285
881.07,1,1730,1730,3320,1634,1,1,1,1,0,1,1,0.0,0.0,3,TN,Mixed-Humid,3A,1,1730,9.0,3320,1634,4954,881.07,881.07,1,6.781137077944371
1488.48,1,1400,1400,869,1226,1,0,2,2,2,0,0,0.0,0.0,3,CA,Hot-Dry,3B,2,1400,10.0,869,1226,2095,1488.48,1488.48,1,7.305510744020249
996.99,1,2400,2400,3458,1564,2,1,1,2,2,2,1,0.0,0.0,1,TN,Mixed-Humid,4A,1,2400,12.0,3458,1564,5022,996.99,996.99,1,6.904740739821266
559.07,5,700,700,4637,1187,1,0,1,0,1,0,0,2.0,0.0,4,NJ,Mixed-Humid,4A,2,700,9.0,4637,1187,5824,559.07,111.81400000000001,5,6.326274688928873
3019.82,1,1200,1200,5196,944,1,0,2,1,2,0,0,3.0,0.0,3,RI,Cold,5A,1,1200,12.0,5196,944,6140,3019.82,3019.82,1,8.0129525059436
972.3,5,2000,2000,4600,1166,1,0,2,1,2,1,1,0.0,0.0,3,PA,Mixed-Humid,4A,1,2000,11.0,4600,1166,5766,972.3,194.45999999999998,5,6.879664398815612
2724.32,1,1600,1600,2965,1790,2,3,1,0,2,4,1,0.0,2.0,3,MS,Mixed-Humid,3A,1,1600,18.0,2965,1790,4755,2724.32,2724.32,1,7.909974134672334
594.94,5,1130,1130,5604,980,1,0,1,0,0,1,2,1.0,0.0,2,CO,Cold,5B,2,1130,8.0,5604,980,6584,594.94,118.98800000000001,5,6.388460560124767
1005.4,1,3000,3000,4205,1182,1,0,2,1,2,0,0,1.0,0.0,2,DC,Mixed-Humid,4A,1,3000,9.0,4205,1182,5387,1005.4,1005.4,1,6.913140751258475
1878.76,1,1680,1680,7562,188,2,1,1,0,1,4,2,0.0,0.0,2,MT,Cold,6B,1,1680,13.0,7562,188,7750,1878.76,1878.76,1,7.538367263740976
2020.2,1,1120,1120,4787,976,3,1,2,1,4,1,0,0.0,0.0,2,NY,Mixed-Humid,4A,1,1120,14.0,4787,976,5763,2020.2,2020.2,1,7.610951795395084
330.14,1,400,1800,4196,1012,1,0,2,0,0,3,2,0.0,0.0,3,VA,Mixed-Humid,4A,1,400,11.0,4196,1012,5208,330.14,330.14,1,5.799516806919395
4424.87,1,4880,4880,4708,1105,6,1,3,1,4,5,0,0.0,0.0,2,CT,Cold,5A,1,4880,22.0,4708,1105,5813,4424.87,4424.87,1,8.3949961784794
1648.54,1,2430,2430,4606,1510,2,1,0,0,2,0,1,0.0,0.0,3,KS,Mixed-Humid,4A,1,2430,9.0,4606,1510,6116,1648.54,1648.54,1,7.407645326700271
961.46,1,1190,1190,5465,885,2,1,1,1,2,0,1,0.0,0.0,2,WA,Cold,5B,1,1190,10.0,5465,885,6350,961.46,961.46,1,6.868452962499394
1254.67,5,600,600,632,3688,1,0,0,0,0,4,0,0.0,0.0,3,FL,Hot-Humid,2A,1,600,8.0,632,3688,4320,1254.67,250.93400000000003,5,7.134627868781772
1510.67,1,2200,2200,7184,714,1,1,3,2,4,0,2,0.0,0.0,1,MN,Cold,6A,1,2200,14.0,7184,714,7898,1510.67,1510.67,1,7.320308540008686
1356.37,1,1970,1970,2198,1876,2,1,2,1,3,4,0,0.0,0.0,3,CA,Hot-Dry,3B,1,1970,16.0,2198,1876,4074,1356.37,1356.37,1,7.212567292637384
1417.26,1,900,1800,5812,889,2,1,0,0,1,1,0,0.0,0.0,5,IN,Cold,5A,1,900,10.0,5812,889,6701,1417.26,1417.26,1,7.256480709097672
588.39,1,1800,1800,10246,1,1,2,0,1,1,0,0,0.0,0.0,2,MT,Cold,6B,1,1800,7.0,10246,1,10247,588.39,588.39,1,6.377389993341529
1671.25,1,3150,3150,6034,874,2,1,4,4,3,0,0,0.0,0.0,3,IL,Cold,5A,1,3150,17.0,6034,874,6908,1671.25,1671.25,1,7.421327128416153
720.0,1,2130,2130,5680,985,2,2,2,0,2,2,1,0.0,0.0,3,IL,Cold,5A,1,2130,14.0,5680,985,6665,720.0,720.0,1,6.579251212010101
547.05,1,750,750,4486,327,1,1,1,0,1,0,0,1.0,0.0,3,OR,Marine,4C,2,750,8.0,4486,327,4813,547.05,547.05,1,6.304540205922799
495.23,1,1810,1810,5732,878,1,0,1,0,2,4,0,1.0,0.0,1,IN,Cold,5A,1,1810,10.0,5732,878,6610,495.23,495.23,1,6.205022301118595
2147.61,5,750,750,4198,1345,1,0,1,0,1,4,1,2.0,0.0,3,NY,Mixed-Humid,4A,2,750,13.0,4198,1345,5543,2147.61,429.52200000000005,5,7.672110874898162
1570.69,1,1400,1400,3839,1757,1,0,2,0,4,5,0,0.0,0.0,3,OK,Mixed-Humid,3A,2,1400,15.0,3839,1757,5596,1570.69,1570.69,1,7.359270292240574
536.17,1,1400,1400,4281,1227,1,0,1,0,1,1,1,0.0,0.0,3,KY,Mixed-Humid,4A,1,1400,8.0,4281,1227,5508,536.17,536.17,1,6.28445127496398
4080.87,5,2200,2200,4451,1242,2,0,3,4,4,0,0,0.0,0.0,3,NJ,Mixed-Humid,4A,2,2200,16.0,4451,1242,5693,4080.87,816.174,5,8.314065479960911
2001.46,1,680,680,5104,1026,1,1,0,3,3,0,3,0.0,0.0,2,IN,Cold,5A,1,680,13.0,5104,1026,6130,2001.46,2001.46,1,7.6016321932216835
3032.74,1,2800,2800,6123,922,1,2,0,3,2,5,3,2.0,0.0,3,IA,Cold,5A,1,2800,21.0,6123,922,7045,3032.74,3032.74,1,8.017221780308192
1603.55,1,1720,1720,1120,2045,3,1,0,1,1,0,0,0.0,0.0,4,CA,Hot-Dry,3B,1,1720,10.0,1120,2045,3165,1603.55,1603.55,1,7.379975200436903
1231.89,1,1980,1980,844,1405,1,1,3,1,4,0,0,0.0,1.0,1,CA,Hot-Dry,3B,1,1980,12.0,844,1405,2249,1231.89,1231.89,1,7.116304854392973
1357.74,1,650,650,4582,1257,2,1,0,0,0,2,0,2.0,0.0,5,PA,Mixed-Humid,4A,1,650,12.0,4582,1257,5839,1357.74,1357.74,1,7.213576831761705
1003.78,1,1000,1000,4149,1256,1,0,2,1,2,0,0,0.0,0.0,3,MD,Mixed-Humid,4A,1,1000,9.0,4149,1256,5405,1003.78,1003.78,1,6.911528152734635
2007.79,5,2240,2240,7385,849,3,0,1,1,6,8,3,5.0,0.0,3,IA,Cold,6A,2,2240,30.0,7385,849,8234,2007.79,401.558,5,7.604789893669269
628.7,1,800,800,5515,1226,1,0,1,0,3,0,0,0.0,1.0,1,IL,Cold,5A,2,800,7.0,5515,1226,6741,628.7,628.7,1,6.443654195389016
326.71,5,500,500,4711,1373,1,0,0,0,0,0,0,0.0,0.0,6,KS,Mixed-Humid,4A,3,500,7.0,4711,1373,6084,326.71,65.342,5,5.789072927260093
554.58,1,1020,1020,8169,302,1,1,0,0,0,0,0,0.0,0.0,1,WY,Cold,6B,1,1020,3.0,8169,302,8471,554.58,554.58,1,6.318211070504741
465.86,1,650,650,6487,556,1,0,0,0,0,1,2,1.0,0.0,2,MA,Cold,5A,2,650,7.0,6487,556,7043,465.86,465.86,1,6.143885159803208
1833.27,1,4200,4200,4400,1454,4,0,3,2,2,2,0,0.0,0.0,3,MO,Mixed-Humid,4A,1,4200,16.0,4400,1454,5854,1833.27,1833.27,1,7.5138565365012
1429.33,1,950,950,1766,4250,1,0,1,0,1,0,2,0.0,0.0,3,NV,Hot-Dry,3B,2,950,8.0,1766,4250,6016,1429.33,1429.33,1,7.264961081990257
627.99,1,1200,1200,6556,650,1,0,1,1,1,1,1,0.0,0.0,2,MI,Cold,5A,2,1200,8.0,6556,650,7206,627.99,627.99,1,6.442524242774538
1460.15,1,2330,2330,7232,876,1,1,1,2,2,0,2,0.0,0.0,3,MN,Cold,6A,1,2330,12.0,7232,876,8108,1460.15,1460.15,1,7.286294449151045
542.7,1,860,860,10599,1,1,0,0,1,1,1,0,0.0,0.0,2,AK,Very-Cold,7AK,2,860,6.0,10599,1,10600,542.7,542.7,1,6.296556681069359
1211.77,1,1670,1670,6813,604,2,1,0,0,2,0,0,0.0,0.0,3,WI,Cold,6A,1,1670,8.0,6813,604,7417,1211.77,1211.77,1,7.099837379643952
2377.17,1,1010,1010,1421,1968,1,0,3,2,4,0,1,0.0,0.0,2,CA,Hot-Dry,3B,2,1010,13.0,1421,1968,3389,2377.17,2377.17,1,7.773665983523929
582.19,1,2390,2390,4526,1042,1,0,1,2,2,3,0,0.0,0.0,2,PA,Mixed-Humid,4A,1,2390,11.0,4526,1042,5568,582.19,582.19,1,6.3667968549359095
990.69,1,0,750,0,4942,1,0,1,0,1,3,3,1.0,0.0,4,HI,Hot-Humid,1A,1,0,14.0,0,4942,4942,990.69,990.69,1,6.898401670055022
3175.62,1,2890,4340,400,4316,3,0,5,2,3,7,2,0.0,0.0,2,FL,Hot-Humid,2A,1,2890,24.0,400,4316,4716,3175.62,3175.62,1,8.063258167853547
2872.16,1,1280,2550,2150,2299,2,1,2,1,2,3,2,6.0,0.0,1,TX,Hot-Humid,3A,2,1280,20.0,2150,2299,4449,2872.16,2872.16,1,7.96281963892276
1390.46,1,4650,4650,6269,1030,4,1,1,1,2,3,0,0.0,0.0,2,IA,Cold,5A,1,4650,14.0,6269,1030,7299,1390.46,1390.46,1,7.237389906629543
2150.91,1,1500,1500,650,5033,2,2,1,3,2,5,2,0.0,0.0,4,CA,Hot-Dry,2B,1,1500,21.0,650,5033,5683,2150.91,2150.91,1,7.673646287388187
839.23,1,990,990,5475,963,1,0,1,2,1,1,1,0.0,0.0,4,RI,Cold,5A,2,990,11.0,5475,963,6438,839.23,839.23,1,6.7324848047748755
1536.97,1,1200,1200,2235,1869,3,2,1,2,2,4,0,0.0,0.0,4,GA,Mixed-Humid,3A,1,1200,18.0,2235,1869,4104,1536.97,1536.97,1,7.337568224805491
3993.13,1,2600,2600,1168,3138,3,0,2,2,4,6,0,0.0,0.0,2,GA,Hot-Humid,2A,1,2600,19.0,1168,3138,4306,3993.13,3993.13,1,8.29233066350796
2244.29,1,3100,3100,3252,1894,1,0,2,1,2,0,1,0.0,0.0,2,OK,Mixed-Humid,3A,1,3100,9.0,3252,1894,5146,2244.29,2244.29,1,7.7161444918042426
822.85,1,2140,2140,6263,778,1,1,5,2,5,0,0,0.0,0.0,2,IL,Cold,5A,1,2140,16.0,6263,778,7041,822.85,822.85,1,6.712773924041392
935.64,5,810,810,4315,246,1,0,1,1,2,1,1,0.0,0.0,4,WA,Marine,4C,2,810,11.0,4315,246,4561,935.64,187.128,5,6.841230787109509
1997.84,1,2800,2800,4488,1226,2,0,3,2,0,4,0,0.0,0.0,1,NJ,Mixed-Humid,4A,1,2800,12.0,4488,1226,5714,1997.84,1997.84,1,7.599821875921838
1430.72,1,2400,2400,8742,319,1,1,3,3,2,0,2,2.0,0.0,1,MN,Very-Cold,7A,2,2400,15.0,8742,319,9061,1430.72,1430.72,1,7.265933093045616
2074.85,1,4500,4500,2305,2554,4,0,1,3,2,1,0,0.0,0.0,3,TX,Mixed-Humid,3A,1,4500,14.0,2305,2554,4859,2074.85,2074.85,1,7.637644140895185
125.63,5,1470,1470,1467,2175,1,0,1,0,2,0,0,0.0,0.0,2,CA,Hot-Dry,3B,1,1470,6.0,1467,2175,3642,125.63,25.125999999999998,5,4.833341079016327
1641.42,1,1100,1100,5133,103,2,1,1,0,0,0,0,0.0,2.0,3,WA,Marine,4C,1,1100,9.0,5133,103,5236,1641.42,1641.42,1,7.4033169998417385
2335.28,1,2820,2820,2374,1919,2,1,2,0,2,6,0,0.0,0.0,4,SC,Mixed-Humid,3A,1,2820,17.0,2374,1919,4293,2335.28,2335.28,1,7.755887077260742
496.7,1,1480,1480,1883,2800,1,0,0,1,1,4,0,0.0,0.0,3,TX,Hot-Humid,3A,1,1480,10.0,1883,2800,4683,496.7,496.7,1,6.207986222113305
2165.47,1,4000,4000,5497,1227,2,1,1,0,4,1,0,0.0,0.0,1,IL,Cold,5A,1,4000,10.0,5497,1227,6724,2165.47,2165.47,1,7.680392706945235
689.28,1,0,840,1299,875,1,0,2,2,2,2,2,0.0,0.0,1,CA,Hot-Dry,3B,2,0,12.0,1299,875,2174,689.28,689.28,1,6.535647574527969
958.33,1,390,390,6951,640,2,0,2,2,2,0,2,0.0,0.0,4,WI,Cold,6A,2,390,14.0,6951,640,7591,958.33,958.33,1,6.865192186296422
1324.19,1,4060,4060,7441,389,1,1,0,1,2,3,1,0.0,1.0,6,ME,Cold,6A,1,4060,16.0,7441,389,7830,1324.19,1324.19,1,7.188556230732885
1718.6,1,1500,1500,6638,767,1,1,2,2,2,4,1,0.0,0.0,1,IA,Cold,5A,1,1500,14.0,6638,767,7405,1718.6,1718.6,1,7.4492652848791225
2652.81,1,1200,1200,6508,756,2,1,2,0,1,3,0,0.0,0.0,1,MI,Cold,5A,1,1200,10.0,6508,756,7264,2652.81,2652.81,1,7.883374734535801
1086.58,1,1050,1050,6436,702,1,0,0,1,2,2,5,0.0,0.0,3,MI,Cold,5A,1,1050,14.0,6436,702,7138,1086.58,1086.58,1,6.9907904279108495
2365.14,1,1600,2400,4715,1094,2,0,5,0,5,0,3,0.0,0.0,2,CT,Cold,5A,1,1600,17.0,4715,1094,5809,2365.14,2365.14,1,7.768592495791319
5754.95,1,2500,2500,2320,2827,1,1,0,0,0,4,0,0.0,0.0,5,NM,Hot-Dry,3B,1,2500,11.0,2320,2827,5147,5754.95,5754.95,1,8.657815633020935
1058.22,1,980,1300,4899,1024,1,0,3,2,4,0,0,0.0,0.0,2,PA,Mixed-Humid,4A,1,980,12.0,4899,1024,5923,1058.22,1058.22,1,6.9643435303103285
931.04,1,1550,1550,7131,572,5,1,2,0,2,1,0,0.0,0.0,1,WY,Cold,6B,1,1550,12.0,7131,572,7703,931.04,931.04,1,6.83630224090836
452.11,5,3150,3150,1860,782,4,1,0,2,2,5,0,0.0,0.0,2,CA,Marine,3C,1,3150,16.0,1860,782,2642,452.11,90.422,5,6.113925513056159
455.99,3,1400,1400,3171,1470,1,0,2,0,2,1,0,0.0,0.0,3,TN,Mixed-Humid,4A,1,1400,9.0,3171,1470,4641,455.99,151.99666666666667,3,6.122470879449363
1526.04,1,1650,1650,4730,1331,2,1,2,0,2,1,1,0.0,0.0,2,MO,Mixed-Humid,4A,1,1650,11.0,4730,1331,6061,1526.04,1526.04,1,7.330431423820656
1622.73,1,1400,1400,1286,2997,1,0,2,1,3,4,2,0.0,0.0,3,SC,Hot-Humid,3A,1,1400,16.0,1286,2997,4283,1622.73,1622.73,1,7.391865195080271
3214.51,1,3450,4600,4998,1185,2,1,4,5,5,2,0,0.0,0.0,3,CT,Cold,5A,1,3450,22.0,4998,1185,6183,3214.51,3214.51,1,8.07543021448062
479.52,1,2050,2050,6201,887,1,0,0,0,0,3,0,0.0,0.0,2,IA,Cold,5A,1,2050,6.0,6201,887,7088,479.52,479.52,1,6.172785603568353
504.43,5,500,500,3332,1715,1,0,1,1,1,0,1,0.0,0.0,3,VA,Mixed-Humid,4A,2,500,8.0,3332,1715,5047,504.43,100.886,5,6.223429078927969
752.53,5,1440,1440,4321,1297,2,1,0,1,2,3,1,0.0,0.0,3,PA,Mixed-Humid,4A,1,1440,13.0,4321,1297,5618,752.53,150.506,5,6.6234408629379935
1746.25,1,2000,2000,6238,733,2,0,3,4,3,3,0,0.0,0.0,1,MI,Cold,5A,1,2000,16.0,6238,733,6971,1746.25,1746.25,1,7.465225910571172
1481.98,5,1250,1250,1234,2976,1,0,1,0,2,2,0,0.0,0.0,3,AL,Hot-Humid,3A,2,1250,9.0,1234,2976,4210,1481.98,296.396,5,7.301134310488317
1831.47,1,1200,1800,6151,1035,1,0,2,2,2,3,0,0.0,0.0,2,IA,Cold,5A,2,1200,12.0,6151,1035,7186,1831.47,1831.47,1,7.5128742020683354
1992.65,1,2830,2830,4826,973,2,1,0,0,0,5,1,0.0,0.0,2,DE,Mixed-Humid,4A,1,2830,11.0,4826,973,5799,1992.65,1992.65,1,7.597220690139457
2542.77,1,2250,3380,3289,1396,1,0,2,0,4,4,1,0.0,0.0,1,NC,Mixed-Humid,4A,1,2250,13.0,3289,1396,4685,2542.77,2542.77,1,7.8410093169747235
3485.3,1,6450,6450,2091,1936,2,2,2,3,2,11,0,0.0,0.0,5,MS,Mixed-Humid,3A,1,6450,27.0,2091,1936,4027,3485.3,3485.3,1,8.156309402703451
961.27,5,3200,3200,1210,1409,3,0,4,4,5,3,0,0.0,0.0,1,CA,Hot-Dry,3B,1,3200,20.0,1210,1409,2619,961.27,192.254,5,6.868255326845279
1075.89,1,2180,2180,2976,1524,1,0,4,1,2,2,0,0.0,0.0,3,NC,Mixed-Humid,4A,1,2180,13.0,2976,1524,4500,1075.89,1075.89,1,6.9809035050125665
752.6,1,2200,2200,5097,107,2,1,1,1,1,0,5,0.0,0.0,2,WA,Marine,4C,1,2200,13.0,5097,107,5204,752.6,752.6,1,6.6235338781593365
764.24,1,880,880,5170,970,1,1,4,0,2,2,4,0.0,0.0,5,PA,Cold,5A,1,880,19.0,5170,970,6140,764.24,764.24,1,6.6388818759617525
1660.94,1,800,800,4052,1308,1,0,1,0,2,1,0,0.0,0.0,4,VA,Mixed-Humid,4A,1,800,9.0,4052,1308,5360,1660.94,1660.94,1,7.415138986143271
1032.68,5,1340,2020,5001,993,1,0,1,3,2,4,0,0.0,0.0,3,IN,Mixed-Humid,4A,1,1340,14.0,5001,993,5994,1032.68,206.536,5,6.939912643781193
1454.29,1,1370,1370,1444,2162,1,0,1,0,2,3,0,0.0,0.0,2,CA,Hot-Dry,3B,2,1370,9.0,1444,2162,3606,1454.29,1454.29,1,7.2822730879996715
