electricity_cost,billing_periods,heated_square_footage,engineered_total_square_footage,heating_degree_days,cooling_degree_days,NUMFRIG,NUMFREEZ,NUMLAPTOP,NUMTABLET,NUMSMPHONE,NUMCFAN,NUMFLOORFAN,NUMWWAC,NUMPORTAC,NUMMEAL,state_postal,BA_climate,IECC_climate_code,KOWNRENT,home_size,num_appliances,temp_hdd,temp_cdd,temp_degree_days,bill_amount,bill_per_period,month_periods,log_bill_amount
656.98,1,950,950,6159,895,1,0,1,0,1,1,2,0.0,0.0,3,IL,Cold,5A,1,950,9.0,6159,895,7054,656.98,656.98,1,6.487653576620957
2121.77,5,1700,1700,1115,3009,1,0,2,4,3,5,0,2.0,0.0,4,AL,Hot-Humid,2A,1,1700,21.0,1115,3009,4124,2121.77,424.354,5,7.660005924986579
1294.05,1,1200,1200,6204,835,1,0,0,0,2,1,0,0.0,0.0,4,NY,Cold,5A,2,1200,8.0,6204,835,7039,1294.05,1294.05,1,7.165532114190698
1186.79,1,3600,3600,5675,771,2,0,1,1,4,4,1,0.0,0.0,1,OH,Cold,5A,1,3600,14.0,5675,771,6446,1186.79,1186.79,1,7.079007462361619
827.03,3,4500,4500,4199,1188,3,0,5,1,5,6,2,0.0,0.0,1,VA,Mixed-Humid,4A,1,4500,23.0,4199,1188,5387,827.03,275.6766666666667,3,6.717840970061029
874.32,5,1380,1380,3176,2059,2,1,2,2,4,2,5,0.0,0.0,4,OK,Mixed-Humid,3A,2,1380,22.0,3176,2059,5235,874.32,174.864,5,6.773446441368418
957.2,1,470,470,3077,1765,1,0,0,0,1,3,0,0.0,0.0,4,AR,Mixed-Humid,3A,2,470,9.0,3077,1765,4842,957.2,957.2,1,6.864012356034218
2117.83,1,1450,2900,742,3596,1,0,3,1,4,2,3,0.0,0.0,3,FL,Hot-Humid,2A,1,1450,17.0,742,3596,4338,2117.83,2117.83,1,7.658147258539615
544.28,1,810,810,6997,454,1,0,1,1,2,1,2,0.0,0.0,2,MT,Cold,6B,1,810,10.0,6997,454,7451,544.28,544.28,1,6.299463820322658
977.01,1,1650,1650,415,3754,1,0,2,1,2,4,0,0.0,0.0,2,FL,Hot-Humid,2A,1,1650,12.0,415,3754,4169,977.01,977.01,1,6.884496887404936
956.64,1,1350,1350,6078,635,1,0,2,2,3,1,2,0.0,0.0,2,OH,Cold,5A,1,1350,13.0,6078,635,6713,956.64,956.64,1,6.8634271451325946
1724.32,1,2020,2020,4290,1124,2,0,1,2,2,4,0,0.0,0.0,2,WV,Mixed-Humid,4A,1,2020,13.0,4290,1124,5414,1724.32,1724.32,1,7.452588048848521
661.23,1,0,330,0,5062,1,0,1,0,1,0,1,1.0,0.0,3,HI,Hot-Humid,1A,1,0,8.0,0,5062,5062,661.23,661.23,1,6.494101736968405
1969.36,1,1200,2400,4606,1124,1,1,1,2,4,1,1,2.0,0.0,2,WV,Mixed-Humid,4A,1,1200,15.0,4606,1124,5730,1969.36,1969.36,1,7.585463895852891
360.36,1,800,800,5710,865,1,0,1,0,1,1,1,2.0,0.0,3,MA,Cold,5A,1,800,10.0,5710,865,6575,360.36,360.36,1,5.887103531783239
1917.32,1,1800,1800,1706,3521,2,1,2,1,2,5,0,0.0,0.0,2,AZ,Hot-Dry,2B,1,1800,15.0,1706,3521,5227,1917.32,1917.32,1,7.558683656605672
1165.44,1,1200,1200,8632,433,1,1,1,0,1,1,1,1.0,0.0,2,MN,Cold,6A,1,1200,9.0,8632,433,9065,1165.44,1165.44,1,7.060853977099188
1832.73,1,3500,4900,5652,866,2,0,5,3,6,5,3,0.0,0.0,2,CO,Cold,5B,1,3500,26.0,5652,866,6518,1832.73,1832.73,1,7.513561937481065
1339.83,1,3940,5920,2467,1762,1,0,1,1,1,2,4,0.0,0.0,3,GA,Mixed-Humid,3A,1,3940,13.0,2467,1762,4229,1339.83,1339.83,1,7.200298019225185
316.45,5,650,650,5499,1232,1,0,1,0,1,0,0,0.0,0.0,4,IL,Cold,5A,2,650,7.0,5499,1232,6731,316.45,63.29,5,5.7571652512213145
667.75,5,1000,1000,7718,575,1,1,0,0,0,0,0,0.0,0.0,2,MN,Cold,6A,2,1000,4.0,7718,575,8293,667.75,133.55,5,6.50391385199007
1866.99,1,2850,2850,4143,1478,3,1,3,3,4,5,3,0.0,0.0,3,KS,Mixed-Humid,4A,1,2850,25.0,4143,1478,5621,1866.99,1866.99,1,7.532082787340983
2656.73,1,1840,2300,5839,727,2,1,3,0,4,1,0,0.0,0.0,2,NY,Cold,5A,1,1840,13.0,5839,727,6566,2656.73,2656.73,1,7.884851322229738
548.59,1,1300,1300,6028,852,1,0,1,0,3,0,3,1.0,0.0,3,NH,Cold,5A,2,1300,12.0,6028,852,6880,548.59,548.59,1,6.307351350120086
1364.13,1,1410,1410,1931,2857,2,1,1,1,2,5,2,0.0,0.0,4,TX,Hot-Humid,2A,1,1410,18.0,1931,2857,4788,1364.13,1364.13,1,7.218272141779785
1000.14,1,1300,1300,3402,1573,1,0,2,2,2,3,0,0.0,0.0,2,TN,Mixed-Humid,4A,2,1300,12.0,3402,1573,4975,1000.14,1000.14,1,6.907895269183052
1623.38,1,3500,3500,816,3713,1,1,4,3,3,6,1,0.0,0.0,4,TX,Hot-Humid,2A,1,3500,23.0,816,3713,4529,1623.38,1623.38,1,7.392265674428591
653.43,1,1000,1000,4219,1363,1,0,2,0,2,1,2,1.0,1.0,3,NJ,Mixed-Humid,4A,2,1000,13.0,4219,1363,5582,653.43,653.43,1,6.482235411795246
1227.58,5,2200,2200,5333,902,1,0,2,2,2,0,0,0.0,0.0,3,MA,Cold,5A,1,2200,10.0,5333,902,6235,1227.58,245.516,5,7.11280003066109
844.93,1,1640,3280,1724,2459,1,1,1,1,1,5,0,0.0,0.0,4,MS,Hot-Humid,3A,1,1640,14.0,1724,2459,4183,844.93,844.93,1,6.739253783689046
1566.5,1,1440,2160,6328,784,2,1,3,1,2,2,0,0.0,0.0,1,MI,Cold,5A,1,1440,12.0,6328,784,7112,1566.5,1566.5,1,7.356599110392247
363.33,5,1540,1540,2165,594,1,0,2,1,3,0,1,0.0,0.0,3,CA,Marine,3C,1,1540,11.0,2165,594,2759,363.33,72.666,5,5.895311512201069
197.2,5,750,750,5490,1056,1,0,1,0,1,2,0,1.0,0.0,4,CO,Cold,5B,2,750,10.0,5490,1056,6546,197.2,39.44,5,5.284218442168535
1294.74,1,1440,1440,5806,898,2,1,1,0,0,1,1,0.0,0.0,3,IN,Cold,5A,1,1440,9.0,5806,898,6704,1294.74,1294.74,1,7.16606518177543
1389.85,1,1250,1250,3254,2170,2,0,2,0,3,0,0,0.0,0.0,4,TX,Hot-Dry,3B,1,1250,11.0,3254,2170,5424,1389.85,1389.85,1,7.236951106632573
1396.35,1,3000,3000,4161,1259,1,0,2,1,3,2,1,0.0,0.0,2,MD,Mixed-Humid,4A,1,3000,12.0,4161,1259,5420,1396.35,1396.35,1,7.241616968230608
344.0,5,2540,2540,1210,2168,3,1,3,2,2,4,2,0.0,0.0,3,CA,Marine,3C,1,2540,20.0,1210,2168,3378,344.0,68.8,5,5.840641657373398
1273.05,1,5000,5000,3861,1223,2,0,1,1,2,6,0,0.0,0.0,3,VA,Mixed-Humid,4A,1,5000,15.0,3861,1223,5084,1273.05,1273.05,1,7.1491708750837955
2598.59,1,2500,3130,5680,772,1,0,2,3,2,0,0,0.0,3.0,3,MA,Cold,5A,1,2500,14.0,5680,772,6452,2598.59,2598.59,1,7.8627242692152635
1218.48,1,1980,3970,3853,1107,1,0,0,0,2,3,0,0.0,0.0,4,VA,Mixed-Humid,4A,1,1980,10.0,3853,1107,4960,1218.48,1218.48,1,7.105359459307248
399.9,1,1660,1660,5065,1060,1,0,1,1,2,2,1,0.0,0.0,2,ID,Cold,5B,1,1660,10.0,5065,1060,6125,399.9,399.9,1,5.991214515852772
1323.37,1,1200,1200,7096,883,1,1,0,2,7,2,0,0.0,0.0,1,MN,Cold,6A,1,1200,14.0,7096,883,7979,1323.37,1323.37,1,7.187936792437836
888.43,1,1000,1000,6152,276,1,0,1,0,1,1,0,0.0,0.0,5,ID,Cold,5B,2,1000,9.0,6152,276,6428,888.43,888.43,1,6.789455860022842
2737.41,1,900,900,808,3687,1,1,1,2,2,4,2,0.0,0.0,2,TX,Hot-Humid,2A,2,900,15.0,808,3687,4495,2737.41,2737.41,1,7.914767496871977
190.1,5,0,1900,307,4748,1,0,1,2,4,0,0,0.0,0.0,2,TX,Hot-Humid,2A,1,0,10.0,307,4748,5055,190.1,38.019999999999996,5,5.247550249494384
726.54,1,2100,2630,6036,841,1,0,2,1,1,2,2,0.0,0.0,4,NY,Cold,5A,2,2100,13.0,6036,841,6877,726.54,726.54,1,6.588293539994329
81.66,5,1300,1300,2078,2597,1,1,1,0,2,5,3,0.0,0.0,2,CA,Hot-Dry,3B,1,1300,15.0,2078,2597,4675,81.66,16.332,5,4.40256428589143
1857.8,1,930,930,2865,1420,2,0,4,2,3,3,2,0.0,0.0,3,GA,Mixed-Humid,4A,1,930,19.0,2865,1420,4285,1857.8,1857.8,1,7.52714827095342
1446.64,1,810,810,2677,1835,1,0,0,0,1,0,0,2.0,0.0,1,TN,Mixed-Humid,4A,2,810,5.0,2677,1835,4512,1446.64,1446.64,1,7.2769989050767245
1637.65,1,5400,5400,3967,1546,1,2,1,1,2,0,0,0.0,2.0,2,IN,Mixed-Humid,4A,1,5400,11.0,3967,1546,5513,1637.65,1637.65,1,7.401017566367539
917.57,5,1600,3200,4844,1147,1,0,1,0,0,0,1,1.0,0.0,3,IN,Cold,5A,1,1600,7.0,4844,1147,5991,917.57,183.514,5,6.821728871296394
3110.9,1,850,1690,5658,784,1,1,1,1,1,3,0,0.0,0.0,1,CT,Cold,5A,1,850,9.0,5658,784,6442,3110.9,3110.9,1,8.042667352375865
1873.75,1,1580,1580,543,3784,2,1,4,0,4,5,0,0.0,0.0,1,FL,Hot-Humid,2A,1,1580,17.0,543,3784,4327,1873.75,1873.75,1,7.535697049416807
1226.02,1,3200,3200,932,3504,1,1,2,2,2,3,0,0.0,0.0,2,TX,Hot-Humid,2A,1,3200,13.0,932,3504,4436,1226.02,1226.02,1,7.111528429576801
527.6,1,2020,2020,7402,574,1,0,1,0,1,0,2,2.0,0.0,2,VT,Cold,6A,1,2020,9.0,7402,574,7976,527.6,527.6,1,6.268338420843159
2164.74,1,2700,2700,5313,908,2,1,3,0,4,2,1,0.0,0.0,2,PA,Cold,5A,1,2700,15.0,5313,908,6221,2164.74,2164.74,1,7.68005554084617
3533.16,5,0,1150,0,4885,1,0,2,2,3,1,1,0.0,0.0,4,HI,Hot-Humid,1A,2,0,14.0,0,4885,4885,3533.16,706.632,5,8.169947933624961
1582.81,1,1200,1200,1278,2637,1,0,3,1,2,1,2,0.0,0.0,2,SC,Hot-Humid,3A,2,1200,12.0,1278,2637,3915,1582.81,1582.81,1,7.366957027408926
1681.1,1,2140,2140,5806,1089,2,1,2,2,4,5,0,0.0,0.0,2,NE,Cold,5A,1,2140,18.0,5806,1089,6895,1681.1,1681.1,1,7.427203620039013
675.93,1,1800,1800,3037,2385,1,0,1,1,1,1,2,0.0,0.0,2,NV,Hot-Dry,3B,1,1800,9.0,3037,2385,5422,675.93,675.93,1,6.516089520385404
2068.79,1,5800,5800,573,3837,4,0,2,2,2,9,0,0.0,0.0,1,TX,Hot-Humid,2A,1,5800,20.0,573,3837,4410,2068.79,2068.79,1,7.6347191742858795
1252.39,1,3540,5300,5275,858,1,1,2,2,2,0,2,0.0,0.0,1,CT,Cold,5A,1,3540,11.0,5275,858,6133,1252.39,1252.39,1,7.132809004750938
1575.4,1,1020,1020,4195,1350,1,0,4,2,4,0,0,0.0,0.0,2,NY,Mixed-Humid,4A,2,1020,13.0,4195,1350,5545,1575.4,1575.4,1,7.362264487269224
3295.41,1,1800,1800,4502,1120,3,0,3,3,3,1,3,0.0,0.0,2,MD,Mixed-Humid,4A,1,1800,18.0,4502,1120,5622,3295.41,3295.41,1,8.100285870151712
502.33,1,1120,1120,8062,34,1,0,1,0,1,1,1,0.0,0.0,4,CO,Cold,6B,1,1120,9.0,8062,34,8096,502.33,502.33,1,6.219257274236303
626.65,1,2150,2150,6857,534,1,1,1,1,1,1,1,0.0,1.0,2,WY,Cold,6B,1,2150,10.0,6857,534,7391,626.65,626.65,1,6.440388171057531
1827.28,5,790,1580,5294,925,1,0,1,2,2,0,1,0.0,0.0,2,MA,Cold,5A,1,790,9.0,5294,925,6219,1827.28,365.456,5,7.5105838013403785
1531.61,1,1850,1850,4578,1005,2,3,1,4,1,5,0,0.0,0.0,3,WV,Cold,5A,1,1850,19.0,4578,1005,5583,1531.61,1531.61,1,7.334074748701699
845.04,2,2420,2420,4100,1313,2,0,1,1,2,3,0,0.0,0.0,2,VA,Mixed-Humid,4A,1,2420,11.0,4100,1313,5413,845.04,422.52,2,6.739383963514907
2746.48,1,3750,3750,3764,1580,2,0,2,1,3,4,0,0.0,0.0,2,IN,Mixed-Humid,4A,1,3750,14.0,3764,1580,5344,2746.48,2746.48,1,7.918075370760895
1561.32,1,2690,2690,1846,2868,1,0,1,0,2,4,1,0.0,0.0,4,TX,Hot-Humid,3A,1,2690,13.0,1846,2868,4714,1561.32,1561.32,1,7.353286896303385
1329.07,5,0,900,1126,3468,1,0,1,0,3,1,1,0.0,0.0,2,TX,Hot-Humid,2A,2,0,9.0,1126,3468,4594,1329.07,265.81399999999996,5,7.192234728507507
1474.82,1,1110,1110,1256,4521,1,1,2,1,2,1,3,0.0,0.0,2,AZ,Hot-Dry,2B,2,1110,13.0,1256,4521,5777,1474.82,1474.82,1,7.296291227428873
3221.57,1,3300,4120,5802,730,4,1,2,1,2,3,0,0.0,0.0,3,CT,Cold,5A,1,3300,16.0,5802,730,6532,3221.57,3221.57,1,8.077624097350851
2235.83,1,2000,2000,2837,1914,3,0,1,1,2,7,0,0.0,0.0,1,VA,Mixed-Humid,4A,1,2000,15.0,2837,1914,4751,2235.83,2235.83,1,7.712367802762127
470.03,1,600,600,2334,266,1,0,2,1,1,0,1,0.0,0.0,3,CA,Marine,3C,2,600,9.0,2334,266,2600,470.03,470.03,1,6.152796522454304
917.72,1,2190,2190,3347,1688,1,0,2,2,2,2,0,0.0,0.0,2,AR,Mixed-Humid,3A,1,2190,11.0,3347,1688,5035,917.72,917.72,1,6.821892333201961
792.19,1,230,900,4315,339,1,0,3,2,2,0,3,0.0,1.0,2,OR,Marine,4C,2,230,14.0,4315,339,4654,792.19,792.19,1,6.674801262033164
548.6,1,930,930,10607,1,1,0,1,1,1,3,0,0.0,0.0,4,AK,Very-Cold,7AK,2,930,11.0,10607,1,10608,548.6,548.6,1,6.307369578503503
2186.09,1,2500,2500,899,3411,2,3,2,2,2,7,3,1.0,0.0,4,LA,Hot-Humid,2A,1,2500,26.0,899,3411,4310,2186.09,2186.09,1,7.6898698389777245
453.8,5,1380,2080,4523,1141,1,0,2,2,2,3,2,2.0,0.0,2,NY,Mixed-Humid,4A,1,1380,16.0,4523,1141,5664,453.8,90.76,5,6.117656572345742
1939.6,1,3000,3000,6050,734,3,0,5,2,4,0,2,0.0,0.0,2,CO,Cold,5B,1,3000,18.0,6050,734,6784,1939.6,1939.6,1,7.570237045231197
1942.04,1,1860,1860,4841,237,2,0,2,1,2,1,4,0.0,0.0,2,WA,Marine,4C,1,1860,14.0,4841,237,5078,1942.04,1942.04,1,7.571494245961496
1968.78,1,1460,1460,6223,770,1,0,2,0,2,0,1,0.0,1.0,1,MA,Cold,5A,1,1460,8.0,6223,770,6993,1968.78,1968.78,1,7.585169340553083
1603.61,1,1560,1560,2356,551,2,0,4,2,3,1,2,0.0,0.0,3,CA,Marine,3C,1,1560,17.0,2356,551,2907,1603.61,1603.61,1,7.380012616717978
2301.46,1,1300,1300,5942,863,2,1,2,5,4,1,3,2.0,0.0,1,MI,Cold,5A,1,1300,21.0,5942,863,6805,2301.46,2301.46,1,7.741298983136677
1157.92,1,2210,2210,10821,0,1,1,2,0,2,0,0,0.0,0.0,2,AK,Very-Cold,7AK,1,2210,8.0,10821,0,10821,1157.92,1157.92,1,7.054380571117818
555.12,1,2800,2800,6372,1010,1,1,0,0,1,0,0,0.0,0.0,3,UT,Cold,6B,1,2800,6.0,6372,1010,7382,555.12,555.12,1,6.319184306591294
1028.4,1,930,930,7575,309,2,0,1,0,4,1,0,0.0,0.0,1,WI,Cold,6A,2,930,9.0,7575,309,7884,1028.4,1028.4,1,6.935759475391735
870.47,5,1900,2850,4636,1173,1,0,1,1,2,0,0,0.0,0.0,2,IN,Mixed-Humid,4A,1,1900,7.0,4636,1173,5809,870.47,174.094,5,6.769033295662056
1460.52,1,1080,1080,3403,1430,1,0,1,1,2,3,2,0.0,0.0,2,TN,Mixed-Humid,4A,2,1080,12.0,3403,1430,4833,1460.52,1460.52,1,7.286547815674465
2549.68,1,2990,2990,4941,988,2,0,2,3,2,5,0,0.0,0.0,2,PA,Cold,5A,1,2990,16.0,4941,988,5929,2549.68,2549.68,1,7.84372314008184
432.79,1,4090,4090,3465,1600,3,1,2,2,3,4,0,0.0,0.0,1,VA,Mixed-Humid,4A,1,4090,16.0,3465,1600,5065,432.79,432.79,1,6.070252621904896
1105.36,1,1950,1950,4282,1294,1,0,2,0,2,2,1,0.0,0.0,1,NJ,Mixed-Humid,4A,1,1950,9.0,4282,1294,5576,1105.36,1105.36,1,7.007926352748414
1224.28,1,1300,1300,5511,1224,1,0,2,2,2,3,0,3.0,0.0,1,IL,Cold,5A,1,1300,14.0,5511,1224,6735,1224.28,1224.28,1,7.110108195081046
1579.05,1,3800,3800,7284,850,4,0,3,3,2,4,0,0.0,0.0,2,MN,Cold,6A,1,3800,18.0,7284,850,8134,1579.05,1579.05,1,7.364578679365444
1620.25,1,860,860,2321,2060,1,0,1,1,2,3,0,0.0,0.0,4,TX,Hot-Humid,3A,1,860,12.0,2321,2060,4381,1620.25,1620.25,1,7.390335737307826
1660.37,1,620,620,2158,1963,1,1,1,1,2,0,1,2.0,0.0,2,AL,Mixed-Humid,3A,1,620,11.0,2158,1963,4121,1660.37,1660.37,1,7.414795748080219
1435.52,1,3750,3750,4945,987,2,0,6,5,5,1,0,0.0,0.0,2,PA,Mixed-Humid,4A,1,3750,21.0,4945,987,5932,1435.52,1435.52,1,7.269282431891789
1031.31,1,1800,2700,3768,1187,1,1,0,1,1,2,2,0.0,0.0,1,KY,Mixed-Humid,4A,1,1800,9.0,3768,1187,4955,1031.31,1031.31,1,6.9385851177745765
2471.32,1,1110,1110,5608,830,1,0,1,1,2,0,0,0.0,0.0,3,MA,Cold,5A,2,1110,8.0,5608,830,6438,2471.32,2471.32,1,7.81250769982974
951.36,1,1540,2310,4971,948,2,0,1,1,2,0,0,0.0,0.0,1,NY,Mixed-Humid,4A,1,1540,7.0,4971,948,5919,951.36,951.36,1,6.857892539809733
1333.38,1,1260,1260,4867,234,2,1,2,4,3,1,2,0.0,0.0,3,WA,Marine,4C,1,1260,18.0,4867,234,5101,1333.38,1333.38,1,7.195472350821432
1605.93,1,1800,2400,4184,1358,1,2,2,3,3,5,3,3.0,0.0,2,PA,Mixed-Humid,4A,1,1800,24.0,4184,1358,5542,1605.93,1605.93,1,7.3814583070063495
885.7,1,1380,1380,6670,828,1,2,1,1,0,3,2,2.0,0.0,2,VT,Cold,6A,1,1380,14.0,6670,828,7498,885.7,885.7,1,6.786378292815537
1127.25,1,900,900,3926,1519,2,1,0,0,1,2,0,0.0,0.0,4,OK,Mixed-Humid,3A,1,900,10.0,3926,1519,5445,1127.25,1127.25,1,7.027536317301194
2788.04,1,1510,1510,1347,3061,3,1,2,2,3,3,2,0.0,0.0,2,TX,Hot-Humid,2A,1,1510,18.0,1347,3061,4408,2788.04,2788.04,1,7.93309411897979
1071.9,1,2100,2100,4669,174,2,1,3,2,3,0,0,0.0,2.0,3,WA,Marine,4C,1,2100,16.0,4669,174,4843,1071.9,1071.9,1,6.977188053697474
1311.22,1,700,700,4207,1360,1,0,1,0,1,0,0,2.0,0.0,2,NY,Mixed-Humid,4A,2,700,7.0,4207,1360,5567,1311.22,1311.22,1,7.1787132805164635
2380.72,1,2500,2500,2201,1852,2,0,3,1,4,7,0,0.0,0.0,6,CA,Hot-Dry,3B,1,2500,23.0,2201,1852,4053,2380.72,2380.72,1,7.77515824192367
1654.91,5,4500,6000,3653,1467,1,1,0,2,1,6,0,0.0,0.0,3,DE,Mixed-Humid,4A,1,4500,14.0,3653,1467,5120,1654.91,330.982,5,7.411501905667829
430.18,1,650,650,6408,582,1,0,0,0,2,0,1,0.0,0.0,1,MA,Cold,5A,2,650,5.0,6408,582,6990,430.18,430.18,1,6.064203725748287
1476.47,1,2340,2340,4730,136,2,0,3,1,3,1,2,0.0,0.0,3,WA,Marine,4C,1,2340,15.0,4730,136,4866,1476.47,1476.47,1,7.2974093826572055
1270.53,1,1990,1990,3677,1474,1,1,1,2,2,5,0,0.0,0.0,2,TN,Mixed-Humid,4A,1,1990,14.0,3677,1474,5151,1270.53,1270.53,1,7.147189415232328
960.6,5,750,750,1990,506,1,0,2,2,2,1,1,0.0,0.0,6,CA,Marine,3C,1,750,15.0,1990,506,2496,960.6,192.12,5,6.867558089230724
2248.19,2,3300,3300,1188,4638,1,0,2,3,4,10,2,0.0,0.0,1,AZ,Hot-Dry,2B,1,3300,23.0,1188,4638,5826,2248.19,1124.095,2,7.717880727014958
1183.06,1,2490,2490,6470,705,2,0,2,0,2,1,0,0.0,0.0,3,WI,Cold,6A,1,2490,10.0,6470,705,7175,1183.06,1183.06,1,7.0758595812045035
465.3,1,1000,1000,5288,690,1,0,0,2,0,0,1,1.0,0.0,3,WA,Cold,5B,2,1000,8.0,5288,690,5978,465.3,465.3,1,6.142682358850603
1626.04,1,1900,2300,2789,1563,1,1,1,2,2,0,0,1.0,0.0,2,SC,Mixed-Humid,3A,1,1900,10.0,2789,1563,4352,1626.04,1626.04,1,7.393902890051177
1513.13,1,1800,2710,4470,1407,2,1,2,3,2,6,1,0.0,0.0,3,IL,Mixed-Humid,4A,1,1800,20.0,4470,1407,5877,1513.13,1513.13,1,7.321935632106524
2230.6,1,3020,3020,1903,2799,1,0,1,2,6,2,0,0.0,0.0,2,TX,Hot-Humid,3A,1,3020,14.0,1903,2799,4702,2230.6,2230.6,1,7.7100258865604365
1718.97,1,1380,2060,5147,886,1,1,1,1,1,1,0,0.0,0.0,2,CT,Cold,5A,1,1380,8.0,5147,886,6033,1718.97,1718.97,1,7.44948055322358
1276.41,1,2600,2600,4467,1413,2,0,1,2,2,2,2,0.0,0.0,2,MO,Mixed-Humid,4A,1,2600,13.0,4467,1413,5880,1276.41,1276.41,1,7.151806728908027
2677.81,1,360,360,3792,1267,1,0,3,2,4,3,0,1.0,0.0,3,VA,Mixed-Humid,4A,1,360,17.0,3792,1267,5059,2677.81,2677.81,1,7.892754575265149
686.15,1,2240,2240,7649,370,2,0,1,1,3,0,2,1.0,0.0,2,ID,Cold,6B,1,2240,12.0,7649,370,8019,686.15,686.15,1,6.531096262715642
665.14,1,0,350,0,5070,1,0,1,0,1,1,0,1.0,0.0,3,HI,Hot-Humid,1A,2,0,8.0,0,5070,5070,665.14,665.14,1,6.4999975448140885
1021.06,5,1800,1800,5859,871,2,0,0,0,2,4,1,0.0,0.0,3,IN,Cold,5A,1,1800,12.0,5859,871,6730,1021.06,204.212,5,6.928596582353785
1171.98,1,1000,1000,3772,1419,1,0,1,1,1,4,1,1.0,0.0,3,AR,Mixed-Humid,4A,1,1000,13.0,3772,1419,5191,1171.98,1171.98,1,7.066449905144935
1176.23,1,1560,1560,3394,1529,2,1,1,1,2,5,2,0.0,0.0,2,TN,Mixed-Humid,4A,1,1560,16.0,3394,1529,4923,1176.23,1176.23,1,7.070069687566936
2266.72,1,4200,4200,1249,1793,1,1,3,6,6,9,0,0.0,0.0,3,CA,Hot-Dry,3B,1,4200,29.0,1249,1793,3042,2266.72,2266.72,1,7.726089131631041
1702.41,1,1220,1220,6766,586,1,1,1,1,1,2,1,0.0,0.0,2,NV,Cold,5B,1,1220,10.0,6766,586,7352,1702.41,1702.41,1,7.439800173190223
634.63,1,3750,3750,5639,562,4,1,1,2,2,5,0,0.0,0.0,2,WA,Cold,5B,1,3750,17.0,5639,562,6201,634.63,634.63,1,6.453042151905027
1436.16,1,1280,1280,4601,284,1,1,2,2,1,0,2,0.0,0.0,2,OR,Marine,4C,1,1280,11.0,4601,284,4885,1436.16,1436.16,1,7.269728164014167
2198.95,1,4000,4000,3822,1520,2,0,2,2,2,3,1,0.0,0.0,3,MD,Mixed-Humid,4A,1,4000,15.0,3822,1520,5342,2198.95,2198.95,1,7.695735252688254
630.41,1,800,1600,9116,393,1,0,0,1,1,1,0,1.0,0.0,5,MN,Very-Cold,7A,1,800,10.0,9116,393,9509,630.41,630.41,1,6.4463704013620164
744.0,1,1200,1200,5626,901,1,0,1,1,3,0,0,0.0,0.0,3,CO,Cold,5B,2,1200,9.0,5626,901,6527,744.0,744.0,1,6.612041034833092
1078.5,1,1600,1600,2723,2033,3,1,1,3,2,1,4,0.0,0.0,1,AZ,Hot-Dry,3B,1,1600,16.0,2723,2033,4756,1078.5,1078.5,1,6.983326465829211
2512.29,1,1800,1800,2487,1764,2,1,2,1,4,3,0,0.0,0.0,4,GA,Mixed-Humid,3A,2,1800,17.0,2487,1764,4251,2512.29,2512.29,1,7.828949966784601
2382.97,1,2070,2070,2774,1632,2,1,2,2,2,4,1,1.0,0.0,2,CA,Cold,5B,1,2070,17.0,2774,1632,4406,2382.97,2382.97,1,7.776102887846187
1408.63,1,2750,4130,2875,1699,1,0,1,2,2,4,0,0.0,0.0,4,NC,Mixed-Humid,3A,1,2750,14.0,2875,1699,4574,1408.63,1408.63,1,7.250372879826956
2743.26,1,3100,3100,4735,1222,3,1,1,0,0,2,0,0.0,0.0,5,IL,Mixed-Humid,4A,1,3100,12.0,4735,1222,5957,2743.26,2743.26,1,7.916902273175483
1897.06,1,1150,1150,4113,1253,1,0,2,0,0,2,0,0.0,0.0,3,VA,Mixed-Humid,4A,2,1150,8.0,4113,1253,5366,1897.06,1897.06,1,7.548060598322549
1978.49,5,1280,1280,7938,156,3,0,3,4,4,1,4,0.0,0.0,1,CO,Cold,5B,1,1280,20.0,7938,156,8094,1978.49,395.698,5,7.5900892064786145
1273.87,1,0,1470,91,5089,1,0,0,1,1,3,0,0.0,0.0,2,FL,Hot-Humid,1A,1,0,8.0,91,5089,5180,1273.87,1273.87,1,7.1498147901092635
1386.87,1,1900,1900,6656,810,2,1,1,1,2,2,2,0.0,0.0,2,IA,Cold,5A,1,1900,13.0,6656,810,7466,1386.87,1386.87,1,7.23480468845278
1501.36,1,2070,2070,3691,1567,3,0,3,1,2,0,3,2.0,0.0,2,MD,Mixed-Humid,4A,1,2070,16.0,3691,1567,5258,1501.36,1501.36,1,7.314126642983017
1628.08,1,0,1300,0,4031,1,0,0,0,0,0,2,1.0,0.0,1,HI,Hot-Humid,1A,1,0,5.0,0,4031,4031,1628.08,1628.08,1,7.395156685404293
802.32,5,1100,2200,7115,334,1,1,1,1,0,1,1,0.0,1.0,2,NY,Cold,6A,1,1100,9.0,7115,334,7449,802.32,160.464,5,6.6875075307799525
1188.67,5,0,680,943,1515,1,0,1,2,2,1,2,1.0,0.0,1,CA,Hot-Dry,3B,2,0,11.0,943,1515,2458,1188.67,237.734,5,7.080590314013523
3864.06,1,1500,1500,15226,9,1,3,0,1,3,0,2,0.0,0.0,2,AK,Subarctic,8AK,2,1500,12.0,15226,9,15235,3864.06,3864.06,1,8.259473723162161
1584.18,1,2000,2000,5750,839,1,0,1,0,2,0,1,0.0,0.0,3,IN,Cold,5A,1,2000,8.0,5750,839,6589,1584.18,1584.18,1,7.367822202281885
